_id,sentence,target,aspect,Business_Area,Topic,score,Sentiment_Category,type,split
1635,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,Sainsbury,Corporate/Appointment/Executive Reshuffle,Corporate,Appointment,0.0,Neutral,headline,train
1635,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,Home Retail,Corporate/Appointment,Corporate,Appointment,0.0,Neutral,headline,train
1636,BP joins forces with Det Norske in Norway,Det Norske,Corporate/Strategy/Company Agreement,Corporate,Strategy,0.248,Positive,headline,train
1639,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,Legal & General,Corporate/Sales,Corporate,Sales,0.252,Positive,headline,train
1640,Johnson Matthey revs up on clean air drive,Johnson Matthey,Corporate/Strategy,Corporate,Strategy,0.224,Positive,headline,train
165,RBS will reportedly appoint Howard Davies as its next chairman,RBS,Corporate/Appointment,Corporate,Appointment,0.089,Neutral,headline,train
1663,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",HSBC,Corporate/Risks,Corporate,Risks,-0.14,Neutral,headline,train
1663,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",Goldman Sachs,Corporate/Risks,Corporate,Risks,-0.147,Neutral,headline,train
1663,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",Barclays,Corporate/Risks,Corporate,Risks,0.0,Neutral,headline,train
1669,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,Asahi,Corporate/Strategy/Investment,Corporate,Strategy,0.207,Positive,headline,train
1669,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,SABMiller,Corporate/Strategy/Investment,Corporate,Strategy,0.329,Positive,headline,train
1670,LSE-Deutsche B̦rse dealmakers wrong to ignore Brexit risk,Deutsche B̦rse,Corporate/Risks,Corporate,Risks,-0.473,Negative,headline,train
1670,LSE-Deutsche B̦rse dealmakers wrong to ignore Brexit risk,LSE,Corporate/Risks,Corporate,Risks,-0.415,Negative,headline,train
168,HSBC Hit by Fresh Details of Tax Evasion Claims,HSBC,Corporate/Legal,Corporate,Legal,-0.594,Negative,headline,train
1682,Tesco sales recover as focus returns to core business,Tesco,Corporate/Sales,Corporate,Sales,0.35,Positive,headline,train
1692,Johnson Matthey profit falls but dividend rises,Johnson Matthey,Corporate/Dividend Policy,Corporate,Dividend Policy,0.0,Neutral,headline,train
1699,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",Domino's Pizza Group plc,Corporate/Rumors/Scoop,Corporate,Rumors,0.063,Neutral,headline,train
1699,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",ASOS plc,Corporate/Rumors/Scoop,Corporate,Rumors,0.0,Neutral,headline,train
1700,Priceline's stock jumps to new high for the year after Barclays upgrade,Priceline,Stock/Coverage,Stock,Coverage,0.847,Positive,headline,train
1708,"Tesco set to sell Kipa, Giraffe businesses - Sky News",Tesco,Stock/Signal/Sell Signal,Stock,Signal,0.23,Positive,headline,train
1708,"Tesco set to sell Kipa, Giraffe businesses - Sky News",Kipa,Stock/Signal/Sell Signal,Stock,Signal,-0.192,Neutral,headline,train
171,Relief for Lewis as Tesco sees sales grow for first time in a year,Tesco,Corporate/Sales,Corporate,Sales,0.42,Positive,headline,train
1712,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,Coca-Cola Companp,Corporate/M&A/M&A,Corporate,M&A,0.259,Positive,headline,train
1712,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,Coca-Cola FEMSA,Corporate/M&A/M&A,Corporate,M&A,0.293,Positive,headline,train
1717,HSBC Says Unit to Book $585 Million Charge on Settlement,HSBC,Corporate/Legal,Corporate,Legal,-0.434,Negative,headline,train
1718,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",JV Partner,Corporate/M&A/M&A,Corporate,M&A,0.427,Positive,headline,train
1728,Aviva promises higher dividends to boost flagging share price,Aviva,Corporate/Dividend Policy,Corporate,Dividend Policy,0.281,Positive,headline,train
1734,CompaniesFresnillo shares jump 8% as silver price breaks $21,Fresnillo,Stock/Price Action,Stock,Price Action,0.874,Positive,headline,train
1735,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",Dunelm Group plc,Corporate/Rumors/Rumors,Corporate,Rumors,0.14,Neutral,headline,train
1735,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",Great Portland Estates plc,Corporate/Rumors/Rumors,Corporate,Rumors,0.165,Neutral,headline,train
1737,Berkshire seeks to boost its Wells Fargo stake above 10 percent,Wells Fargo,Stock/Signal/Buy Signal,Stock,Signal,0.429,Positive,headline,train
1741,Tesco share price tumbles after negative broker note,Tesco,Stock/Price Action,Stock,Price Action,-0.779,Negative,headline,train
1742,London Stock Exchange Shareholders Approve Merger With Deutsche B̦rse,London Stock Exchange,Corporate/M&A/M&A,Corporate,M&A,0.406,Positive,headline,train
1743,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,Wells Fargo,Stock/Signal/Sell Signal,Stock,Signal,0.432,Positive,headline,train
1748,Berkshire applies to boost Wells Fargo stake above 10 percent,Wells Fargo,Stock/Signal/Buy Signal,Stock,Signal,0.484,Positive,headline,train
1750,"Aviva, M&G suspend property funds as investors panic",M&G,Corporate/Risks,Corporate,Risks,-0.807,Negative,headline,train
1754,"UK housing market steadies after Brexit dip, Persimmon says",Perssimon,Market/Market,Market,Market,0.339,Positive,headline,train
1755,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,Aviva,Corporate/Dividend Policy,Corporate,Dividend Policy,0.439,Positive,headline,train
176,Morrisons finance chief to fill gap as CEO leaves early,Morrisons,Corporate/Appointment,Corporate,Appointment,-0.114,Neutral,headline,train
1764,Builder Persimmon hails 6% rise in house sales,Persimmon,Corporate/Sales,Corporate,Sales,0.435,Positive,headline,train
1779,EasyJet attracts more passengers in June but still lags Ryanair,Ryanair,Corporate/Sales/Sales,Corporate,Sales,0.259,Positive,headline,train
178,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",Persimmon,Stock/Fundamentals,Stock,Fundamentals,0.937,Positive,headline,train
182,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,Lafarge Holcim,Corporate/Strategy/Share Buyback,Corporate,Strategy,0.365,Positive,headline,train
183,Tesco shareholders back ITV head for chairman,Tesco,Corporate/Appointment/Executive Appointment,Corporate,Appointment,0.139,Neutral,headline,train
184,"Buffett's Berkshire builds Deere stake, dumps Exxon",Exxon,Stock/Signal/Buy Signal,Stock,Signal,-0.548,Negative,headline,train
184,"Buffett's Berkshire builds Deere stake, dumps Exxon",Deere,Stock/Signal/Buy Signal,Stock,Signal,0.316,Positive,headline,train
185,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,Aviva,Corporate/Regulatory,Corporate,Regulatory,-0.675,Negative,headline,train
186,AstraZeneca's patent on asthma drug invalidated by US court,AstraZeneca,Corporate/Legal,Corporate,Legal,-0.656,Negative,headline,train
187,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,Rolls-Royce,Corporate/Legal/Court Ruling,Corporate,Legal,-0.075,Neutral,headline,train
188,Whitbread share price climbs on Q4 sales growth,Whitbread,Stock/Price Action,Stock,Price Action,0.513,Positive,headline,train
190,Warren Buffett defends Berkshire Hathaway's conglomerate structure,Berkshire Hathaway,Corporate/Company Communication,Corporate,Company Communication,0.144,Neutral,headline,train
199,G4S sees profits rise but UK contract problems remain,G4S,Corporate/Risks,Corporate,Risks,0.252,Positive,headline,train
206,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,Friends Life,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.387,Positive,headline,train
212,Auto Trader share price surges as company floats on LSE,Auto Trader,Stock/Price Action,Stock,Price Action,0.655,Positive,headline,train
214,New Credit Suisse boss faces stiff challenge in Asia,Credit Suisse,Corporate/Risks,Corporate,Risks,-0.181,Neutral,headline,train
218,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",EasyJet,Corporate/Sales,Corporate,Sales,0.315,Positive,headline,train
218,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",Aer Lingus,Corporate/Sales,Corporate,Sales,0.284,Positive,headline,train
219,Is It Worth Investing In Tesco PLC And Prudential plc Now?,Tesco PLC,Corporate/Strategy/Investment,Corporate,Strategy,0.161,Neutral,headline,train
22,Insight hires Aviva's David Hillier for multi-asset team,Insight,Corporate/Appointment/Executive Appointment,Corporate,Appointment,0.137,Neutral,headline,train
225,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,Friends Life,Market/Market/Market Trend,Market,Market,0.516,Positive,headline,train
234,Sainsbury's says to outperform rivals in tough market,Sainsbury,Market/Market,Market,Market,0.536,Positive,headline,train
239,CompaniesKingfisher bid for Mr Bricolage runs into trouble,Mr Bricolage,Corporate/M&A/Proposed Merger,Corporate,M&A,-0.253,Negative,headline,train
240,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,Auto Trader,Stock/IPO,Stock,IPO,0.641,Positive,headline,train
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Ashtead,Market/Market,Market,Market,0.514,Positive,headline,train
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Barclays,Market/Market/Market Trend,Market,Market,-0.657,Negative,headline,train
241,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",Tailor Wimpey,Market/Market/Market Trend,Market,Market,0.508,Positive,headline,train
242,GSK and Novartis complete deals to reshape both drugmakers,Novartis,Corporate/Strategy/Reorganization,Corporate,Strategy,0.264,Positive,headline,train
244,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",Friends Life,Corporate/M&A/M&A,Corporate,M&A,0.39,Positive,headline,train
246,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,OneMain,Corporate/M&A/M&A,Corporate,M&A,0.283,Positive,headline,train
246,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,Springleaf,Corporate/M&A/M&A,Corporate,M&A,0.225,Positive,headline,train
247,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",Tullow,Stock/Price Action/Bullish/Bullish Behaviour,Stock,Price Action,0.544,Positive,headline,train
248,British American Tobacco drops and sues PwC over pollution scandal,PwC,Stock/Price Action/Bearish/Bearish Behaviour,Stock,Price Action,-0.437,Negative,headline,train
252,UK's FTSE has worst day so far in 2015 as BG and Prudential fall,Prudential,Market/Market/Market Trend,Market,Market,-0.651,Negative,headline,train
253,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",Kraft,Corporate/Rumors/Scoop,Corporate,Rumors,-0.179,Neutral,headline,train
253,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",Cadbury's,Corporate/Rumors/Scoop,Corporate,Rumors,-0.158,Neutral,headline,train
257,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,Kraft,Corporate/M&A/M&A,Corporate,M&A,0.214,Positive,headline,train
258,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,Daiichi Sankyo,Corporate/Sales/Partnership,Corporate,Sales,0.364,Positive,headline,train
258,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,Movantik,Corporate/Sales/Partnership,Corporate,Sales,0.369,Positive,headline,train
263,RBI surprises Street; Sensex pares gains after hitting mount 30k,Sensex,Stock/Price Action,Stock,Price Action,-0.216,Negative,headline,train
264,Credit Suisse poaches Prudential's Thiam for Asian push,Prudential,Corporate/Strategy,Corporate,Strategy,-0.031,Neutral,headline,train
264,Credit Suisse poaches Prudential's Thiam for Asian push,Credit Suisse,Corporate/Strategy,Corporate,Strategy,0.125,Neutral,headline,train
266,Kingfisher takeover of Mr Bricolage could hit a brick wall,Mr Bricolage,Corporate/M&A/Proposed Merger,Corporate,M&A,-0.311,Negative,headline,train
270,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",Shell,Stock/Price Action/Bearish/Bearish Behaviour,Stock,Price Action,-0.508,Negative,headline,train
274,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,Friends Life,Stock/Price Action/Volatility/Stock Volatility,Stock,Price Action,0.053,Neutral,headline,train
275,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,MOVANTIK,Corporate/Sales/Partnership,Corporate,Sales,0.454,Positive,headline,train
275,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,Daiichi Sankyo,Corporate/Sales/Partnership,Corporate,Sales,0.361,Positive,headline,train
279,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,MediaCityUK,Stock/Signal/Buy Signal,Stock,Signal,0.379,Positive,headline,train
281,Randgold profit hit by poor gold price but dividend still increases,Rangold,Corporate/Dividend Policy,Corporate,Dividend Policy,-0.052,Neutral,headline,train
290,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",Travis Perkins,Corporate/Dividend Policy,Corporate,Dividend Policy,0.494,Positive,headline,train
293,Market Report: Aviva tops the market as traders approve of its choice of Friends,Friends,Market/Market/Market Trend,Market,Market,0.443,Positive,headline,train
296,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,Standard Bank,Corporate/Appointment/Executive Appointment,Corporate,Appointment,0.025,Neutral,headline,train
30,Primark racks up a happy Christmas after strong sales,Primark,Corporate/Sales,Corporate,Sales,0.704,Positive,headline,train
302,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",Takeda,Corporate/Regulatory,Corporate,Regulatory,-0.198,Neutral,headline,train
302,"FDA panel backs safety updates for AstraZeneca, Takeda drugs",AstraZeneca,Corporate/Regulatory,Corporate,Regulatory,0.143,Neutral,headline,train
304,CompaniesDiageo stays neutral on India boardroom turmoil,Diageo,Corporate/Risks,Corporate,Risks,0.0,Neutral,headline,train
31,UPDATE 1-Pearson expects to grow this year after solid end to 2014,Pearson,Stock/Fundamentals,Stock,Fundamentals,0.446,Positive,headline,train
315,Germanwings disaster will not affect image of budget air travel - easyJet,easyJet,Corporate/Reputation,Corporate,Reputation,0.096,Neutral,headline,train
315,Germanwings disaster will not affect image of budget air travel - easyJet,Germanwings,Corporate/Reputation,Corporate,Reputation,-0.046,Neutral,headline,train
318,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,Shell,Corporate/Rumors/Rumors,Corporate,Rumors,-0.345,Negative,headline,train
32,Tesco sells Blinkbox and broadband service to TalkTalk,Tesco,Corporate/Sales/Deal,Corporate,Sales,0.192,Neutral,headline,train
32,Tesco sells Blinkbox and broadband service to TalkTalk,TalkTalk,Corporate/Sales/Deal,Corporate,Sales,0.136,Neutral,headline,train
321,Shell offers 50 percent premium to buy BG for $70 billion,Shell,Corporate/M&A/M&A,Corporate,M&A,0.193,Neutral,headline,train
324,WPP boosts sales despite cautious clients,WPP,Corporate/Sales,Corporate,Sales,0.251,Positive,headline,train
335,Shell to buy BG Group in $69.7 billion takeover,Shell,Corporate/M&A/M&A,Corporate,M&A,0.25,Positive,headline,train
336,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,Standard Chartered,Stock/Price Action/Bullish/Bullish Behaviour,Stock,Price Action,0.556,Positive,headline,train
342,UPDATE 1-BP shareholders back more disclosure on climate change risks,BP,Corporate/Risks,Corporate,Risks,0.037,Neutral,headline,train
345,Shell challenges Exxon dominance with 47 billion-pound bid for BG,Shell,Corporate/Strategy/Corporate Expansion,Corporate,Strategy,0.078,Neutral,headline,train
345,Shell challenges Exxon dominance with 47 billion-pound bid for BG,Exxon,Corporate/Strategy/Corporate Expansion,Corporate,Strategy,-0.196,Neutral,headline,train
